35,sub,,FRA,8,Gainaro,Leivo,ST CF,87,32,187,0,,arsenal,87.0,2,CF,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
36,-,,VEN,17,Caradia,Elzan,ST CF,87,31,189,0,,benfica,88.0,3,CF,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
37,CF,,TUR,9,Burak,Jarizim,CF ST,87,29,190,0,,galatasaray,87.5,3,ST,Right,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0
38,-,,ARG,9,Canaro,Augusto,ST CF,87,34,184,0,,juventus,87.0,1,sub,Left,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
39,-,,DEN,9,Niklaasen,Casper,CF ST,87,28,189,0,,salzburg,87.0,1,CF,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
40,-,,COL,9,Douniga,Unis,CF ST,87,28,185,0,,valencia,86.8,2,CF,Right,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0
41,-,,NED,20,Williams,Caiver,CF ST LW,87,28,185,0,,manchesterunited,87.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,8,,,7,,,,,,,0
42,-,,NOR,10,Frederic,Robert,CM,87,35,185,0,,basel,86.7,3,sub,Both,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
43,sub,,POR,4,Fela,Diogo,CM,87,33,182,0,,realmadrid,87.5,2,RCM,Left,,,,,,,,,,,,,,,,10,9,,,,,5,,,7,,,10,,,,0
44,-,,ESP,12,Partiol,Lucas,CM,87,30,179,0,,sevilla,87.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
45,LCM,,POR,10,Fernandes,Sergio,CM AM,87,25,185,88,,porto,49.0,2,RCM,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
46,-,,GER,15,Ben-Haase,Thomas,GK,87,33,187,0,,bayern,87.3,1,GK,Right,9,8,9,9,10,,,,,,,,,,,,,,,,8,3,,,7,,,,,,,0
47,GK,,BRA,7,Neto,-,GK,87,29,192,0,,chelsea,87.0,3,GK,Right,9,8,8,10,9,,,,,,,,,,,,,,,,8,3,,,8,,,,,,,0
48,GK,,FRA,15,Harris,Jonathan,GK,87,31,196,0,,psg,86.8,1,GK,Right,8,8,8,10,9,,,,,,,,,,,,,,,,7,2,,,8,,,,,,,0
49,LB,,BRA,2,Jesis,Neto,LB,87,29,175,0,,manchestercity,88.0,3,sub,Left,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,0
50,-,,SCO,9,Forest,Gilles,RW ST,87,30,181,0,,manchestercity,87.5,2,sub,Left,,,,,,,,,,,,,,,,,,,,,,9,,,6,,,,,,,0
51,RCB,,FRA,6,Mearre,Antoan,CB,86,28,187,0,,manchestercity,82.0,4,sub,Left,,,,,,,,,,,,,,,,,,,,,,4,,,8,,,,,,,0
52,LCB,,FRA,4,Donak,Kevin,CB,86,35,184,0,,psg,81.0,1,LCB,Right,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,0
53,-,,ESP,20,Baregas,Ciro,CB,86,34,186,0,,realmadrid,82.0,2,LCB,Right,,,,,,,,,,,,,,,,,,,,,,4,,,8,,,,,,,0
54,DM,,BRA,14,Corenjo,Guaro,DM,86,30,178,0,,milan,82.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
55,-,,NED,2,Dast,Robin,CM,82,33,180,0,,feyenoord,58.0,3,RCM,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
56,-,,FRA,16,Nensante,Villem,CF ST,86,26,186,0,,celtic,80.8,4,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
57,-,,POL,9,Wjoroczek,Goran,CF,86,30,189,0,,liverpool,80.7,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0
58,-,,HUN,3,Lavrenovics,Marton,CF ST,84,29,186,0,,cskamoscow,71.0,3,CF,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
59,-,,GER,7,Baddster,Nick,CM,86,32,182,0,,bayern,81.0,1,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
60,-,,SUI,4,Freuer,Chris,CM,86,32,183,0,,dortmund,81.3,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
61,RCM,,FRA,16,Mattias,George,CM,86,29,180,0,,juventus,82.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
62,-,,ROU,10,Stefancu,Niculaie,CM AM,86,28,183,0,,inter,81.0,4,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
63,-,,ESP,3,Raya Pinto,Jose,CB,76,36,183,0,,villarreal,30.0,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
64,-,,URU,8,Hernandes,Gerald,CM DM,86,29,179,0,,manchestercity,80.8,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
65,-,,ITA,12,Scadella,Giliamo,GK,83,28,186,0,,milan,64.0,2,GK,Right,7,8,8,9,8,,,,,,,,,,,,,,,,9,4,,,7,,,,,,,0
66,sub,,BRA,9,Alberto,Fernando,GK,86,33,189,0,,barcelona,80.7,2,GK,Right,9,9,9,9,9,,,,,,,,,,,,,,,,8,3,,,9,,,,,,,0
67,-,,ARG,13,Collazo,Joao,LB LM,86,28,172,0,,psg,80.5,3,LB,Left,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,0
68,RB,,POR,24,Guerreiro,-,RB,86,28,176,0,,bayerleverkusen,82.0,2,RB,Right,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,0
69,RB,,FRA,2,Adestelo,Gervonte,RB,86,30,186,0,,realmadrid,82.0,3,RB,Right,,,,,,,,,,,,,,,,,,,,,,8,,,8,,,,,,,0
70,-,,ENG,9,Joe,Allen,RB RM CM,86,31,176,0,,chelsea,83.0,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,0
71,RW,,BRA,3,Zizu,Zuninho de Junior,RW,86,28,176,0,,barcelona,80.7,3,RW,Left,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,0
72,-,,ESP,1,Andrevilla,Capal,CM AM,85,31,181,0,,bilbao,77.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
73,-,,FRA,10,Vassan,Niguel,AM SS,85,29,175,0,,sevilla,75.0,3,sub,Left,,,,,,,,,,,,,9,,,,,,,,,,,,5,,,,,,,0
74,-,,JPN,5,Endo,Hami,AM RW SS,85,28,176,0,,schalke,74.7,2,sub,Left,,,,,,,,,,,,,9,,,,,,,,,,,,5,,,,,,,0
75,sub,,BRA,10,Gustavo Augusto,Victor,ST SS AM,85,27,180,0,,monaco,76.0,2,AM,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
76,-,,POL,15,Hubsz,Janeck,CB,85,31,190,0,,dortmund,75.0,1,sub,Right,,,,,,,,,,,,,,,,,,,,,,3,,,10,,,,,,,0
77,sub,,FRA,5,Savon,Marco,CB,85,31,185,0,,lyon,74.6,3,RCB,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
78,RCB,,BRA,15,Marlos,-,CB,85,28,189,0,,sevilla,76.0,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0
79,-,,MEX,10,Saul,Alejandro,CM DM,85,30,180,0,,atleticodemadrid,75.5,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
80,CM,,BRA,3,Imaila,Zuan,DM CM,85,23,177,86,,gremio,23.0,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
81,-,,NED,3,der Wurt,Roon,DM,85,32,184,0,,realmadrid,75.0,2,DM,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
82,-,,ALG,9,Brahimi,Naslam,CF ST,85,31,189,0,,astonvilla,76.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0
83,-,,PAR,7,Ramirez,Costa,CF ST,85,31,187,0,,atleticodemadrid,75.5,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0
84,-,,ITA,10,Lazenni,Peronio,ST CF,85,29,180,0,,napoli,76.0,3,sub,Left,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
85,-,,BEL,4,Mairazu,Amir,ST CF,85,28,183,0,,psv,75.0,3,CF,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
86,-,,ESP,8,Rodriguez,Jarry,ST CF,85,31,184,0,,tottenham,75.4,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
87,sub,,BRA,10,Cezaro,Carlo,ST CF,85,30,187,0,,zenit,76.2,1,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
88,-,,GER,7,Vuller,Neus,CM,85,27,178,0,,dortmund,73.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
89,-,,SVN,5,Jović,Fran,CM,85,27,183,0,,monaco,75.0,3,CM,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
90,-,,SWE,12,Emil,Alders,CM,85,30,184,0,,psg,74.5,2,sub,Both,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
91,-,,BUL,10,Azejin,Martin,CM AM,85,34,183,0,,rsca,76.5,1,AM,Both,,,,,,,,,,,,,10,10,,,,,,,,,,,6,,,,,,,0
92,-,,UKR,26,Fedolovich,Nikolay,CM AM,85,33,182,0,,dynamokyiv,77.0,3,AM,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
93,-,,CRO,11,Biršević,Toni,CM AM,83,33,181,0,,cskamoscow,63.7,3,RAM,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
94,sub,,FRA,6,Michaels,Fler,CM DM,85,29,182,0,,psg,75.0,2,DM,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
95,-,,GER,5,Jurel,Tomas,GK,85,30,185,0,,arsenal,75.0,3,GK,Right,10,7,9,8,8,,,,,,,,,,,,,,,,8,4,,,7,,,,,,,0
96,-,,NIR,2,Maddison,Gary,GK,85,31,194,0,,manchesterunited,75.4,2,GK,Right,8,9,7,10,8,,,,,,,,,,,,,,,,7,2,,,8,,,,,,,0
97,sub,,FRA,12,Mendel,Benjo,GK,84,29,186,0,,lyon,68.0,2,GK,Right,9,8,8,8,7,,,,,,,,,,,,,,,,8,3,,,9,,,,,,,0
98,-,,URU,1,Armano,Lucas,GK,83,31,186,0,,realmadrid,63.6,2,GK,Left,7,8,8,9,9,,,,,,,,,,,,,,,,8,4,,,7,,,,,,,0
99,-,,ESP,6,Carlos,Juan Andreas,LW SS,85,27,176,0,,barcelona,75.3,3,LW,Right,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,0
100,LW,,FRA,10,Tremis,Antoan,LW AM,85,31,180,0,,marseille,74.7,3,LW,Both,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
101,-,,GHA,9,Gyias,Josh,LW ST,85,30,183,0,,milan,75.8,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,9,,,7,,,,,,,0
102,-,,ECU,14,Quartez,Iván,RB,85,28,176,0,,barcelona,76.0,3,RB,Right,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,0
103,-,,ENG,10,Lewison,Michael,RW ST CF,85,30,184,0,,everton,75.0,3,sub,Left,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
104,-,,ESP,8,Sene,Marqisio,AM,84,22,173,85,,barcelona,1.0,3,AM,Both,,,,,,,,,,,,,,,,,,,,,,7,,,4,,,,,,,0
105,-,,ALB,18,Ramizaj,Elmis,AM SS,79,30,178,0,,napoli,44.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
106,-,,GER,17,Litenhainer,David,CB,84,33,189,0,,bayerleverkusen,70.0,1,LCB,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
107,-,,NED,4,Duyk,Stiven,CB,84,34,185,0,,everton,69.0,1,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0
108,sub,,BRA,4,Bede,-,CB,84,32,188,0,,monaco,70.0,2,RCB,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
109,-,,SRB,2,Dejanović,Aleksandar,CB,82,34,192,0,,schalke,58.6,1,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0
110,DM,,TUR,20,Tocun,Ahmet,DM,84,29,182,0,,bayern,69.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
111,-,,ARG,18,Veron,Lucas,DM CM,84,30,179,0,,inter,69.0,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
112,-,,ENG,10,Stevens,Robbie,DM CM,84,32,181,0,,liverpool,70.0,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
113,-,,ITA,12,Lavrettini,Mikel,ST CF,84,27,187,0,,feyenoord,70.0,3,CF,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
114,-,,USA,20,Rose,Bryan,ST SS,84,34,178,0,,galatasaray,71.5,1,SS,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
115,-,,BEL,4,Rachard,Nicker,ST CF,84,29,182,0,,manchesterunited,69.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
116,-,,ANG,10,Marcaes,Renato,ST SS,84,31,180,0,,olympiacos,75.0,2,SS,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
117,-,,CHI,14,Vargas,Elari,ST SS,84,27,178,0,,manchestercity,65.0,3,sub,Left,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
118,-,,WAL,11,Cairnwey,Steven,CM,84,31,178,0,,arsenal,69.5,2,RCM,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
119,-,,GER,8,Hernart,Lart,CM,84,23,179,86,,bayerleverkusen,60.0,4,LCM,Left,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
120,-,,GER,8,Phillips,Marc,CM,84,29,180,0,,bayern,70.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
121,-,,ITA,12,Matteo,Andre,CM,82,29,177,0,,inter,59.5,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
122,-,,ESP,10,Navar,Elas,CM,84,31,180,0,,malaga,69.5,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
123,sub,,BRA,8,Amateus,Antonio Silva Mateus,DM CM,84,28,178,0,,benfica,70.0,1,DM,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
124,DM,,POR,6,Eite,Alvaro,DM CM,84,32,177,0,,porto,70.0,3,DM,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
125,-,,ITA,3,Caitil,Fabio,GK,84,34,185,0,,torino,70.0,2,GK,Right,10,9,7,9,9,,,,,,,,,,,,,,,,7,3,,,8,,,,,,,0
126,-,,URU,6,Cerspe,Enzo,LB,84,29,175,0,,atleticodemadrid,69.0,3,sub,Left,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,0
127,-,,IRN,8,Bendaddi,Rahmedi,LB CB,84,28,182,0,,inter,69.0,4,sub,Left,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
128,LB,,FRA,4,Erkwane,Antonio,LB,84,28,177,0,,lyon,70.0,3,LB,Left,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,0
129,RB,,TUR,8,Cegari,Saglan,RB,84,28,178,0,,milan,69.5,4,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
130,-,,ENG,34,Calburn,Marc,RB,84,24,179,0,,chelsea,45.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,7,,,6,,,,,,,0
131,-,,ESP,4,Berto,Felipe,RB,84,31,174,0,,sevilla,70.0,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,0
132,sub,,FRA,4,Genlet,Mar-Ardouar,RB RM,84,25,180,0,,bordeaux,37.2,2,RB,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
133,RW,,POR,14,Gaicans,Perro,RW SS,84,24,179,86,,sportinglisabon,40.0,2,RW,Left,,,,,,,,,,,,,,,,,,,,,,9,,,6,,,,,,,0
134,-,,ARG,20,Hernandez,Amoroine,AM SS,83,26,176,0,,inter,55.0,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,0
135,-,,NED,5,Svensen,Rik,AM,83,23,178,85,,psv,45.0,3,AM,Right,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,,,,,0
136,-,,GER,13,Abitszar,Kamil,AM,83,30,179,0,,stuttgart,63.5,2,sub,Both,,,,,,,,,,,,,,,,,,,,,,6,,,6,,,,,,,0
137,-,,BRA,10,Anderson,William,SS ST,83,29,177,0,,celtic,63.9,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
138,-,,ITA,6,Centano,Andreas,AM RW SS,83,23,180,85,,lazio,44.0,3,RAM,Left,,,,,,,,,,,,,,,,,,,,,,7,,,6,,,,,,,0
139,-,,CMR,13,Lagaba,Mourrier,CB,83,28,194,0,,arsenal,63.5,3,LCB,Left,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0
140,-,,GER,13,Greifer,Oskar,CB,83,27,186,0,,gladbach,43.0,1,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
141,-,,BRA,3,Ivano,Felipes,CB,83,25,188,0,,lazio,43.0,3,LCB,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
142,CB,,GRE,8,Arkonstatopoulos,Stratis,CB,83,30,189,0,,malaga,64.0,1,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,0
143,sub,,FRA,3,Ardiok,Gair,CB,83,29,185,0,,manchesterunited,63.5,3,sub,Left,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
144,sub,,BRA,3,Carlos Gomes,-,CB,83,26,193,85,,valencia,46.0,1,LCB,Right,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0
145,-,,ITA,7,Saneli,Vitorio,CB RB,83,35,185,0,,sampdoria,63.5,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
146,-,,NED,5,Salitandjo,Alex,DM,83,23,185,85,,feyenoord,40.0,1,DM,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
147,sub,,POR,13,Jeivéle,Carlos,DM,83,28,184,0,,sportinglisabon,65.0,2,DM,Right,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,0
148,-,,ARG,6,Encapar,Fenerico,DM,83,29,178,0,,villarreal,63.5,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
149,-,,CMR,8,Sagal,Gavier,ST CF,83,25,186,0,,lazio,33.0,1,CF,Right,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,0
150,-,,SWE,11,Lener,Alexander,CF ST,76,27,191,0,,malaga,23.5,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
151,-,,FRA,3,Ledese,Arduar,ST CF,83,25,187,0,,nice,38.0,2,CF,Left,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
152,-,,ITA,10,Sossale,Tolan,ST CF,83,26,181,85,,torino,49.0,2,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
153,-,,NED,10,Von Herligt,Junner,CM,83,20,182,86,,ajax,1.0,3,LCM,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
154,-,,ALB,3,Janz,Mirgjin,CM,83,26,179,0,,basaksehir,65.0,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
155,-,,ESP,8,Jerrera,Fernando,CM,83,29,179,0,,liverpool,63.5,2,sub,Left,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
156,-,,AUT,4,Stehlanger,Albert,CM,83,28,179,0,,salzburg,63.7,2,CM,Right,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
157,sub,,POR,11,Da Camras,Frans,CM,83,35,181,0,,guimaraes,63.5,3,sub,Right,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,0
158,-,,ESP,10,Isas,Diego Luis,CM AM,83,31,174,0,,valencia,63.2,1,LCM,Left,,,,,,,,,,,,,10,,,,,,,,,,,,4,,,,,,,0
159,GK,,POR,23,Mauricio,Erique,GK,80,33,189,0,,benfica,49.3,2,GK,Right,7,8,7,9,8,,,,,,,,,,,,,,,,7,3,,,8,,,,,,,0
160,-,,COL,12,Jualarán,Pentro,LB,83,26,177,0,,tottenham,64.0,3,sub,Left,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,0
161,sub,,POR,9,Grimao,Andre,LB LM,83,25,175,87,,sportinglisabon,34.4,1,LB,Left,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,0
162,-,,RSA,3,Zeah,Qashandalama,RW SS,83,23,177,84,,fulham,34.0,2,sub,Left,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,0
